order_id,customer_id,order_date,status,region_code
ORD00393,CUST0293,2025-04-27 09:14:57,DELIVERED,SOUTH
ORD00394,CUST0005,2024-11-19 18:40:30,RETURNED,NORTH
ORD00395,CUST0041,2023-12-27 21:25:35,CANCELLED,WEST
ORD00396,CUST0076,2025-05-21 03:04:35,CANCELLED,SOUTH
ORD00397,CUST0396,2024-09-26 12:59:02,PLACED,NORTH
ORD00398,CUST0156,2025-11-02 15:49:28,RETURNED,EAST
ORD00399,CUST0224,2024-05-30 06:48:46,PLACED,NORTH
ORD00400,CUST0040,2023-01-27 00:00:00,PLACED,WEST
ORD00401,CUST0389,2024-04-14 01:47:35,CANCELLED,EAST
ORD00402,CUST0378,2024-10-05 17:37:08,DELIVERED,EAST
ORD00403,CUST0097,2024-04-27 03:19:23,DELIVERED,SOUTH
ORD00404,CUST0454,2023-09-17 09:17:00,DELIVERED,EAST
ORD00405,CUST0446,2025-02-04 15:35:16,DELIVERED,EAST
ORD00406,CUST0054,2025-06-06 08:35:55,PLACED,WEST
ORD00407,CUST0225,2025-07-06 08:18:35,CANCELLED,WEST
ORD00408,CUST0136,2024-11-13 21:03:59,PLACED,WEST
ORD00409,CUST0081,2023-06-21 22:26:01,SHIPPED,WEST
ORD00410,CUST0064,2024-05-06 16:29:38,CANCELLED,SOUTH
ORD00411,CUST0267,2024-10-02 03:13:01,SHIPPED,WEST
ORD00412,CUST0323,2024-04-08 14:48:50,DELIVERED,NORTH
ORD00413,CUST0295,2023-09-06 08:40:55,CANCELLED,SOUTH
ORD00414,CUST0005,2025-03-06 10:58:11,SHIPPED,NORTH
ORD00415,CUST0026,2024-03-25 08:20:06,PLACED,NORTH
ORD00416,CUST0341,2025-12-19 17:09:38,PLACED,SOUTH
ORD00417,CUST0369,2023-08-17 04:17:27,DELIVERED,EAST
ORD00418,CUST0497,2024-09-18 11:21:38,PLACED,WEST
ORD00419,CUST0485,2023-05-31 12:05:17,DELIVERED,WEST
ORD00420,CUST0309,2023-08-25 00:00:00,SHIPPED,EAST
ORD00421,CUST0356,2023-12-10 05:25:53,RETURNED,NORTH
ORD00422,CUST0310,2023-06-11 10:14:54,PLACED,WEST
ORD00423,CUST0273,2023-04-21 05:25:28,SHIPPED,EAST
ORD00424,CUST0004,2024-09-26 00:45:50,DELIVERED,SOUTH
ORD00425,CUST0047,2024-09-09 19:12:06,SHIPPED,NORTH
ORD00426,CUST0306,2025-06-14 09:57:45,RETURNED,NORTH
ORD00427,CUST0003,2024-01-05 03:37:45,CANCELLED,NORTH
ORD00428,CUST0430,2025-03-27 23:20:36,CANCELLED,SOUTH
ORD00429,CUST0246,2024-10-17 04:23:27,CANCELLED,SOUTH
ORD00430,CUST0114,2024-09-12 03:54:49,PLACED,EAST
ORD00431,CUST0222,2024-03-31 23:42:47,DELIVERED,WEST
ORD00432,CUST0374,2023-06-09 09:33:32,SHIPPED,EAST
ORD00433,CUST0012,2024-02-25 14:47:56,DELIVERED,EAST
ORD00434,CUST0215,2023-09-02 13:57:38,SHIPPED,EAST
ORD00435,CUST0030,2025-06-06 06:21:08,CANCELLED,WEST
ORD00436,CUST0339,2025-10-10 20:36:04,PLACED,EAST
ORD00437,CUST0011,2025-07-23 01:35:03,SHIPPED,NORTH
ORD00438,CUST0013,2025-11-12 22:11:40,CANCELLED,NORTH
ORD00439,CUST0082,2025-05-23 03:46:49,PLACED,WEST
ORD00440,CUST0227,2023-08-04 00:00:00,SHIPPED,EAST
ORD00441,CUST0212,2023-07-11 08:04:56,DELIVERED,NORTH
ORD00442,CUST0180,2025-11-19 13:44:19,RETURNED,EAST
ORD00443,CUST0207,2024-10-28 13:10:40,RETURNED,SOUTH
ORD00444,CUST0431,2025-02-04 19:07:01,DELIVERED,WEST
ORD00445,CUST0383,2025-08-07 20:18:07,PLACED,EAST
ORD00446,CUST0222,2023-08-22 03:44:20,CANCELLED,SOUTH
ORD00447,CUST0028,2024-05-31 00:47:53,SHIPPED,SOUTH
ORD00448,CUST0110,2025-11-06 06:31:03,RETURNED,WEST
ORD00449,CUST0276,2023-03-26 15:41:49,CANCELLED,NORTH
ORD00450,CUST0068,2025-05-31 08:56:19,DELIVERED,EAST
ORD00451,CUST0075,2024-12-22 03:57:46,PLACED,EAST
ORD00452,CUST0286,2025-03-29 23:08:18,DELIVERED,WEST
ORD00453,CUST0497,2024-10-25 10:32:36,SHIPPED,EAST
ORD00454,CUST0154,2023-10-14 08:54:07,SHIPPED,NORTH
ORD00455,CUST0276,2025-03-02 16:15:31,SHIPPED,SOUTH
ORD00456,CUST0017,2025-07-07 03:33:41,DELIVERED,SOUTH
ORD00457,CUST0421,2023-03-04 23:21:35,PLACED,EAST
ORD00458,CUST0061,2025-10-19 12:40:49,CANCELLED,EAST
ORD00459,CUST0025,2025-03-07 08:48:03,DELIVERED,WEST
ORD00460,CUST0138,2025-01-15 00:00:00,SHIPPED,WEST
ORD00461,CUST0124,2025-12-17 08:02:57,DELIVERED,WEST
ORD00462,CUST0428,2025-09-11 17:12:43,CANCELLED,SOUTH
ORD00463,CUST0395,2025-11-28 06:33:52,PLACED,EAST
ORD00464,CUST0208,2023-06-16 17:45:26,PLACED,NORTH
ORD00465,CUST0068,2023-11-17 17:12:45,RETURNED,NORTH
ORD00466,CUST0494,2023-10-02 04:28:40,RETURNED,EAST
ORD00467,CUST0235,2023-05-30 19:50:30,SHIPPED,WEST
ORD00468,CUST0182,2024-11-24 03:51:08,CANCELLED,NORTH
ORD00469,CUST0361,2025-10-18 19:24:07,PLACED,WEST
ORD00470,CUST0214,2024-06-24 22:54:59,DELIVERED,NORTH
ORD00471,CUST0495,2023-07-18 00:16:37,RETURNED,EAST
ORD00472,CUST0094,2024-09-05 23:45:16,CANCELLED,WEST
ORD00473,CUST0304,2024-09-04 11:02:23,RETURNED,EAST
ORD00474,CUST0351,2024-01-15 15:44:17,RETURNED,NORTH
ORD00475,CUST0245,2025-07-03 15:45:38,PLACED,NORTH
ORD00476,CUST0439,2024-08-12 17:29:50,SHIPPED,NORTH
ORD00477,CUST0276,2025-09-20 12:15:05,RETURNED,WEST
ORD00478,CUST0292,2023-09-28 19:16:12,CANCELLED,EAST
ORD00479,CUST0022,2024-10-13 23:49:00,CANCELLED,SOUTH
ORD00480,CUST0154,2024-03-21 00:00:00,CANCELLED,NORTH
ORD00481,CUST0279,2024-08-07 11:11:50,RETURNED,WEST
ORD00482,CUST0051,2025-11-21 15:03:56,CANCELLED,EAST
ORD00483,CUST0011,2024-01-16 01:29:47,CANCELLED,SOUTH
ORD00484,CUST0445,2024-07-09 19:26:47,PLACED,WEST
ORD00485,CUST0004,2023-09-19 17:50:59,PLACED,NORTH
ORD00486,CUST0383,2025-01-07 05:24:56,DELIVERED,NORTH
ORD00487,CUST0123,2025-01-23 14:08:37,RETURNED,WEST
ORD00488,CUST0233,2024-12-27 15:38:53,RETURNED,WEST
ORD00489,CUST0189,2024-03-19 23:52:21,RETURNED,SOUTH
ORD00490,CUST0237,2025-03-21 21:30:36,RETURNED,EAST
ORD00491,CUST0199,2025-07-28 02:09:46,DELIVERED,WEST
ORD00492,CUST0422,2024-07-02 16:01:51,RETURNED,WEST
ORD00493,CUST0420,2025-08-15 05:54:34,RETURNED,NORTH
ORD00494,CUST0067,2023-05-19 16:49:42,DELIVERED,SOUTH
ORD00495,CUST0443,2023-05-14 17:16:04,DELIVERED,NORTH
ORD00496,CUST0185,2023-01-19 07:02:47,SHIPPED,NORTH
ORD00497,CUST0137,2023-05-04 13:03:50,RETURNED,EAST
ORD00498,CUST0037,2024-04-13 01:04:47,RETURNED,EAST
ORD00499,CUST0404,2025-05-16 09:17:45,PLACED,EAST
ORD00500,CUST0172,2023-04-25 00:00:00,RETURNED,NORTH
ORD00501,CUST0479,2025-12-01 08:34:23,CANCELLED,SOUTH
ORD00502,CUST0302,2023-04-12 09:29:22,RETURNED,NORTH
ORD00503,CUST0276,2025-03-18 02:17:30,PLACED,EAST
ORD00504,CUST0481,2024-12-20 21:35:14,CANCELLED,NORTH
ORD00505,CUST0241,2023-11-29 15:31:15,PLACED,WEST
ORD00506,CUST0144,2023-03-05 13:29:17,SHIPPED,WEST
ORD00507,CUST0312,2025-03-19 22:19:15,PLACED,EAST
ORD00508,CUST0192,2025-03-13 18:12:40,SHIPPED,EAST
ORD00509,CUST0044,2025-12-27 10:43:32,SHIPPED,WEST
ORD00510,CUST0185,2024-02-17 16:08:39,CANCELLED,EAST
ORD00511,CUST0025,2023-02-15 18:07:57,SHIPPED,SOUTH
ORD00512,CUST0025,2023-10-20 11:43:16,RETURNED,WEST
ORD00513,CUST0495,2024-05-12 01:41:17,SHIPPED,SOUTH
ORD00514,CUST0477,2023-05-22 20:42:53,DELIVERED,NORTH
ORD00515,CUST0460,2024-01-07 22:19:52,DELIVERED,NORTH
ORD00516,CUST0121,2025-07-03 07:17:06,PLACED,SOUTH
ORD00517,CUST0042,2024-01-22 08:49:03,DELIVERED,NORTH
ORD00518,CUST0498,2023-12-12 09:38:49,RETURNED,WEST
ORD00519,CUST0430,2025-04-04 20:02:27,PLACED,WEST
ORD00520,CUST0337,2023-03-13 00:00:00,SHIPPED,NORTH
ORD00521,CUST0104,2024-01-23 20:59:57,SHIPPED,NORTH
ORD00522,CUST0222,2023-07-18 14:45:39,CANCELLED,NORTH
ORD00523,CUST0484,2023-10-02 03:26:58,RETURNED,NORTH
ORD00524,CUST0376,2023-12-16 01:12:40,SHIPPED,EAST
ORD00525,CUST0075,2025-12-06 10:51:49,DELIVERED,NORTH
ORD00526,CUST0348,2024-01-29 07:40:55,CANCELLED,WEST
ORD00527,CUST0077,2025-03-04 14:42:35,PLACED,SOUTH
ORD00528,CUST0071,2025-06-13 11:30:49,PLACED,WEST
ORD00529,CUST0190,2025-10-31 05:03:41,SHIPPED,NORTH
ORD00530,CUST0037,2025-01-07 04:58:51,PLACED,NORTH
ORD00531,CUST0253,2025-12-29 23:09:07,DELIVERED,NORTH
ORD00532,CUST0475,2024-08-14 03:00:44,SHIPPED,WEST
ORD00533,CUST0426,2025-10-27 11:24:15,PLACED,EAST
ORD00534,CUST0182,2023-08-12 01:05:31,SHIPPED,SOUTH
ORD00535,CUST0479,2024-10-25 04:08:39,CANCELLED,SOUTH
ORD00536,CUST0214,2024-04-19 11:12:13,SHIPPED,NORTH
ORD00537,CUST0003,2024-01-15 19:00:41,CANCELLED,SOUTH
ORD00538,CUST0227,2025-12-06 16:13:06,PLACED,EAST
ORD00539,CUST0306,2025-03-21 13:52:24,RETURNED,EAST
ORD00540,CUST0261,2023-09-17 00:00:00,DELIVERED,NORTH
ORD00541,CUST0302,2025-11-10 04:01:28,PLACED,SOUTH
ORD00542,CUST0081,2025-09-29 08:14:12,RETURNED,WEST
ORD00543,CUST0043,2023-10-17 05:20:19,CANCELLED,NORTH
ORD00544,CUST0072,2023-09-04 08:41:37,PLACED,SOUTH
ORD00545,CUST0124,2024-11-25 02:27:01,CANCELLED,SOUTH
ORD00546,CUST0124,2024-02-01 06:53:50,SHIPPED,NORTH
ORD00547,CUST0322,2024-05-29 06:40:34,DELIVERED,EAST
ORD00548,CUST0360,2023-05-28 18:59:59,DELIVERED,WEST
ORD00549,CUST0381,2025-03-02 07:45:01,CANCELLED,NORTH
ORD00550,CUST0376,2025-05-10 14:05:49,RETURNED,EAST
ORD00551,CUST0327,2023-09-08 04:07:05,DELIVERED,SOUTH
ORD00552,CUST0122,2025-01-15 19:18:19,RETURNED,EAST
ORD00553,CUST0427,2025-06-22 06:37:34,RETURNED,WEST
ORD00554,CUST0436,2024-12-28 04:42:12,DELIVERED,NORTH
ORD00555,CUST0161,2024-04-19 11:51:38,RETURNED,NORTH
ORD00556,CUST0300,2025-12-04 13:33:45,CANCELLED,NORTH
ORD00557,CUST0219,2024-04-13 00:25:20,SHIPPED,EAST
ORD00558,CUST0110,2024-10-09 23:52:55,DELIVERED,EAST
ORD00559,CUST0204,2024-10-12 22:28:56,SHIPPED,EAST
ORD00560,CUST0120,2024-04-04 00:00:00,CANCELLED,SOUTH
ORD00561,CUST0305,2024-07-10 06:07:02,DELIVERED,WEST
ORD00562,CUST0350,2025-02-21 01:41:08,PLACED,NORTH
ORD00563,CUST0363,2023-01-24 17:28:09,RETURNED,EAST
ORD00564,CUST0384,2023-01-09 01:18:22,CANCELLED,WEST
ORD00565,CUST0438,2023-08-22 14:51:46,SHIPPED,EAST
ORD00566,CUST0280,2024-04-18 02:26:09,RETURNED,WEST
ORD00567,CUST0016,2024-08-02 06:14:17,CANCELLED,NORTH
ORD00568,CUST0328,2023-09-04 22:54:55,DELIVERED,NORTH
ORD00569,CUST0203,2023-09-04 09:47:54,PLACED,SOUTH
ORD00570,CUST0122,2023-11-03 03:47:10,PLACED,EAST
ORD00571,CUST0397,2023-05-29 14:16:31,DELIVERED,EAST
ORD00572,CUST0423,2023-11-15 00:02:52,DELIVERED,NORTH
ORD00573,CUST0409,2023-03-14 07:04:02,RETURNED,EAST
ORD00574,CUST0396,2023-09-25 17:44:59,PLACED,SOUTH
ORD00575,CUST0500,2025-11-29 22:19:53,PLACED,SOUTH
ORD00576,CUST0005,2025-09-13 09:18:59,RETURNED,WEST
ORD00577,CUST0434,2025-03-26 15:29:27,RETURNED,SOUTH
ORD00578,CUST0187,2025-11-12 17:58:19,RETURNED,EAST
ORD00579,CUST0445,2025-12-28 20:27:05,RETURNED,EAST
ORD00580,CUST0462,2023-07-14 00:00:00,PLACED,EAST
ORD00581,CUST0195,2023-06-03 05:39:32,RETURNED,WEST
ORD00582,CUST0335,2025-12-28 15:14:24,DELIVERED,WEST
ORD00583,CUST0403,2024-04-15 06:34:48,PLACED,SOUTH
ORD00584,CUST0298,2025-12-16 22:40:48,SHIPPED,WEST
ORD00585,CUST0230,2024-09-05 21:26:42,RETURNED,SOUTH
ORD00586,CUST0182,2025-11-18 03:43:37,SHIPPED,EAST
ORD00587,CUST0429,2024-01-29 17:46:57,PLACED,WEST
ORD00588,CUST0024,2024-11-20 11:46:27,RETURNED,EAST
ORD00589,CUST0470,2025-03-03 16:07:10,DELIVERED,SOUTH
ORD00590,CUST0015,2024-10-11 05:24:24,DELIVERED,EAST
ORD00591,CUST0003,2024-05-30 18:48:20,SHIPPED,SOUTH
ORD00592,CUST0408,2025-08-14 02:28:14,DELIVERED,EAST
ORD00593,CUST0404,2023-07-23 11:05:25,DELIVERED,WEST
ORD00594,CUST0191,2024-07-09 09:57:11,CANCELLED,SOUTH
ORD00595,CUST0073,2024-03-13 12:54:30,CANCELLED,NORTH
ORD00596,CUST0120,2023-02-09 19:18:23,DELIVERED,EAST
ORD00597,CUST0250,2025-12-05 19:03:40,CANCELLED,EAST
ORD00598,CUST0241,2025-03-25 11:19:13,SHIPPED,WEST
ORD00599,CUST0256,2023-10-01 17:35:50,RETURNED,SOUTH
ORD00600,CUST0489,2024-12-17 00:00:00,PLACED,SOUTH
ORD00601,CUST0256,2024-11-13 10:27:04,PLACED,WEST
ORD00602,CUST0021,2024-09-18 14:37:34,DELIVERED,EAST
ORD00603,CUST0413,2025-05-07 18:39:46,RETURNED,EAST
ORD00604,CUST0306,2024-07-07 19:13:19,PLACED,WEST
ORD00605,CUST0073,2025-08-28 11:18:09,DELIVERED,WEST
ORD00606,CUST0446,2024-07-07 08:08:19,CANCELLED,SOUTH
ORD00607,CUST0204,2025-01-04 16:54:56,SHIPPED,WEST
ORD00608,CUST0046,2025-03-17 19:05:46,SHIPPED,SOUTH
ORD00609,CUST0366,2023-09-17 00:32:47,RETURNED,SOUTH
ORD00610,CUST0049,2024-12-17 09:51:19,PLACED,SOUTH
ORD00611,CUST0251,2023-07-15 11:34:26,PLACED,EAST
ORD00612,CUST0342,2025-05-14 23:56:25,DELIVERED,SOUTH
ORD00613,CUST0052,2024-09-26 16:49:19,CANCELLED,EAST
ORD00614,CUST0084,2024-03-12 03:43:50,PLACED,EAST
ORD00615,CUST0078,2025-06-19 11:11:26,RETURNED,WEST
ORD00616,CUST0409,2025-07-07 01:49:29,DELIVERED,EAST
ORD00617,CUST0223,2023-11-04 20:14:35,DELIVERED,SOUTH
ORD00618,CUST0184,2023-11-13 17:23:02,CANCELLED,WEST
ORD00619,CUST0356,2025-03-20 09:02:55,PLACED,WEST
ORD00620,CUST0076,2025-12-30 00:00:00,SHIPPED,EAST
ORD00621,CUST0158,2023-03-02 21:11:03,SHIPPED,NORTH
ORD00622,CUST0142,2025-10-30 14:52:06,RETURNED,EAST
ORD00623,CUST0497,2023-05-04 08:03:30,SHIPPED,WEST
ORD00624,CUST0168,2023-03-20 02:04:48,RETURNED,WEST
ORD00625,CUST0104,2025-07-29 18:25:32,RETURNED,WEST
ORD00626,CUST0247,2024-12-26 16:42:12,DELIVERED,WEST
ORD00627,CUST0456,2025-01-19 05:40:09,DELIVERED,SOUTH
ORD00628,CUST0406,2024-11-27 16:39:01,RETURNED,EAST
ORD00629,CUST0193,2025-07-22 20:42:25,CANCELLED,EAST
ORD00630,CUST0186,2024-03-15 00:02:35,RETURNED,NORTH
ORD00631,CUST0348,2025-10-24 09:13:50,SHIPPED,SOUTH
ORD00632,CUST0393,2024-12-02 02:01:24,RETURNED,SOUTH
ORD00633,CUST0225,2024-10-20 13:09:47,DELIVERED,EAST
ORD00634,CUST0341,2025-09-07 22:58:53,RETURNED,NORTH
ORD00635,CUST0152,2023-12-27 17:07:16,PLACED,SOUTH
ORD00636,CUST0146,2023-01-29 14:45:34,PLACED,EAST
ORD00637,CUST0052,2025-02-21 05:36:33,RETURNED,EAST
ORD00638,CUST0035,2025-06-24 22:24:10,CANCELLED,EAST
ORD00639,CUST0393,2023-07-07 09:41:18,DELIVERED,SOUTH
ORD00640,CUST0322,2024-01-28 00:00:00,CANCELLED,WEST
ORD00641,CUST0085,2023-06-29 07:40:32,CANCELLED,SOUTH
ORD00642,CUST0333,2023-04-12 17:45:20,DELIVERED,NORTH
ORD00643,CUST0107,2024-10-13 13:01:20,PLACED,NORTH
ORD00644,CUST0490,2024-02-26 05:09:21,DELIVERED,SOUTH
ORD00645,CUST0142,2025-04-03 07:29:13,CANCELLED,NORTH
ORD00646,CUST0385,2025-05-25 18:45:14,DELIVERED,EAST
ORD00647,CUST0146,2023-05-02 22:23:17,DELIVERED,WEST
ORD00648,CUST0461,2023-04-29 10:25:18,SHIPPED,WEST
ORD00649,CUST0485,2025-07-26 17:53:58,RETURNED,EAST
ORD00650,CUST0168,2025-09-26 07:39:55,RETURNED,SOUTH
ORD00651,CUST0164,2025-03-07 06:35:17,SHIPPED,SOUTH
ORD00652,CUST0433,2024-08-21 16:03:27,DELIVERED,EAST
ORD00653,CUST0111,2023-12-20 10:13:23,DELIVERED,WEST
ORD00654,CUST0491,2023-04-21 21:06:44,RETURNED,WEST
ORD00655,CUST0098,2025-11-05 09:34:57,DELIVERED,EAST
ORD00656,CUST0482,2023-06-01 03:24:17,DELIVERED,NORTH
ORD00657,CUST0032,2024-09-11 11:05:58,RETURNED,WEST
ORD00658,CUST0288,2024-10-08 09:11:07,SHIPPED,NORTH
ORD00659,CUST0378,2025-10-06 22:47:37,RETURNED,NORTH
ORD00660,CUST0432,2024-08-15 00:00:00,CANCELLED,NORTH
ORD00661,CUST0015,2025-11-02 06:57:10,RETURNED,EAST
ORD00662,CUST0316,2024-10-21 05:52:56,DELIVERED,SOUTH
ORD00663,CUST0042,2023-05-19 13:41:06,PLACED,EAST
ORD00664,CUST0010,2023-10-24 17:48:34,RETURNED,EAST
ORD00665,CUST0340,2025-08-01 07:01:37,CANCELLED,WEST
ORD00666,CUST0207,2025-04-24 04:56:37,RETURNED,NORTH
ORD00667,CUST0353,2023-02-02 08:48:19,RETURNED,EAST
ORD00668,CUST0261,2025-05-17 07:01:05,SHIPPED,SOUTH
ORD00669,CUST0305,2025-06-21 12:35:45,DELIVERED,NORTH
ORD00670,CUST0038,2025-07-28 18:39:06,SHIPPED,WEST
ORD00671,CUST0248,2025-01-22 13:35:30,RETURNED,NORTH
ORD00672,CUST0304,2025-07-08 19:12:13,RETURNED,NORTH
ORD00673,CUST0364,2025-11-12 05:01:22,SHIPPED,WEST
ORD00674,CUST0346,2025-03-17 20:17:08,PLACED,NORTH
ORD00675,CUST0129,2025-05-01 11:07:08,DELIVERED,NORTH
ORD00676,CUST0087,2024-06-19 01:04:56,DELIVERED,NORTH
ORD00677,CUST0412,2024-03-29 08:11:18,DELIVERED,EAST
ORD00678,CUST0240,2024-06-27 08:01:53,SHIPPED,NORTH
ORD00679,CUST0059,2024-09-01 13:12:17,PLACED,EAST
ORD00680,CUST0372,2025-07-15 00:00:00,PLACED,WEST
ORD00681,CUST0482,2024-05-27 07:01:22,RETURNED,NORTH
ORD00682,CUST0240,2025-09-01 23:09:22,RETURNED,EAST
ORD00683,CUST0223,2023-07-01 20:14:27,RETURNED,WEST
ORD00684,CUST0269,2024-09-19 18:59:51,SHIPPED,NORTH
ORD00685,CUST0181,2024-08-28 01:04:07,DELIVERED,NORTH
ORD00686,CUST0036,2024-04-27 09:07:26,RETURNED,EAST
ORD00687,CUST0245,2023-02-26 04:51:00,CANCELLED,SOUTH
ORD00688,CUST0261,2024-08-06 01:37:34,SHIPPED,WEST
ORD00689,CUST0283,2025-09-01 00:38:43,DELIVERED,NORTH
ORD00690,CUST0433,2023-04-19 21:51:37,DELIVERED,EAST
ORD00691,CUST0007,2024-06-05 18:34:35,CANCELLED,SOUTH
ORD00692,CUST0093,2024-01-23 18:56:18,RETURNED,SOUTH
ORD00693,CUST0114,2025-03-16 15:53:45,SHIPPED,WEST
ORD00694,CUST0212,2024-07-02 23:09:35,CANCELLED,EAST
ORD00695,CUST0291,2023-03-15 17:55:25,SHIPPED,SOUTH
ORD00696,CUST0211,2025-07-03 11:37:59,SHIPPED,NORTH
ORD00697,CUST0303,2023-07-23 14:08:51,RETURNED,EAST
ORD00698,CUST0031,2025-06-20 04:54:04,RETURNED,WEST
ORD00699,CUST0065,2025-06-24 03:59:44,RETURNED,NORTH
ORD00700,CUST0061,2023-01-30 00:00:00,RETURNED,NORTH
ORD00701,CUST0425,2025-12-29 07:49:10,CANCELLED,WEST
ORD00702,CUST0229,2025-10-22 08:58:03,RETURNED,SOUTH
ORD00703,CUST0244,2025-01-13 07:48:15,DELIVERED,SOUTH
ORD00704,CUST0082,2024-02-16 10:46:05,PLACED,EAST
ORD00705,CUST0263,2024-03-09 17:41:43,DELIVERED,EAST
ORD00706,CUST0396,2025-04-23 07:28:55,SHIPPED,WEST
ORD00707,CUST0483,2024-10-25 07:40:01,RETURNED,NORTH
ORD00708,CUST0212,2025-05-14 06:22:17,DELIVERED,WEST
ORD00709,CUST0455,2025-02-03 15:05:07,RETURNED,SOUTH
ORD00710,CUST0140,2023-07-20 15:35:15,RETURNED,NORTH
ORD00711,CUST0148,2025-08-10 03:42:04,RETURNED,EAST
ORD00712,CUST0347,2023-11-03 00:18:16,SHIPPED,SOUTH
ORD00713,CUST0020,2023-03-28 09:55:50,SHIPPED,WEST
ORD00714,CUST0155,2024-06-02 10:50:55,DELIVERED,WEST
ORD00715,CUST0235,2025-11-09 16:41:44,CANCELLED,EAST
ORD00716,CUST0433,2024-12-29 03:19:17,CANCELLED,SOUTH
ORD00717,CUST0164,2023-01-24 18:21:28,DELIVERED,SOUTH
ORD00718,CUST0220,2023-03-24 13:45:34,PLACED,WEST
ORD00719,CUST0294,2025-01-21 08:37:12,DELIVERED,NORTH
ORD00720,CUST0434,2024-10-25 00:00:00,PLACED,EAST
ORD00721,CUST0014,2024-08-18 04:40:52,PLACED,SOUTH
ORD00722,CUST0128,2025-12-18 23:03:24,SHIPPED,EAST
ORD00723,CUST0412,2024-01-24 12:29:45,PLACED,SOUTH
ORD00724,CUST0343,2023-10-22 20:03:51,CANCELLED,WEST
ORD00725,CUST0253,2025-08-21 23:43:55,DELIVERED,SOUTH
ORD00726,CUST0260,2023-10-18 21:02:59,CANCELLED,EAST
ORD00727,CUST0296,2023-02-19 04:52:24,CANCELLED,EAST
ORD00728,CUST0329,2023-02-09 14:30:27,CANCELLED,SOUTH
ORD00729,CUST0084,2024-10-27 08:03:26,DELIVERED,NORTH
ORD00730,CUST0270,2025-02-17 09:12:54,CANCELLED,EAST
ORD00731,CUST0016,2024-12-26 23:23:23,PLACED,EAST
ORD00732,CUST0312,2025-01-13 00:47:45,SHIPPED,SOUTH
ORD00733,CUST0308,2024-04-19 02:34:04,DELIVERED,SOUTH
ORD00734,CUST0294,2024-06-25 15:51:48,RETURNED,SOUTH
ORD00735,CUST0391,2023-02-19 01:00:54,SHIPPED,EAST
ORD00736,CUST0123,2023-06-17 21:04:31,DELIVERED,NORTH
ORD00737,CUST0061,2025-04-26 20:38:18,DELIVERED,SOUTH
ORD00738,CUST0431,2024-06-24 10:05:58,PLACED,WEST
ORD00739,CUST0490,2024-08-06 13:29:35,SHIPPED,WEST
ORD00740,CUST0077,2024-04-25 00:00:00,PLACED,EAST
ORD00741,CUST0183,2024-06-19 15:08:11,DELIVERED,NORTH
ORD00742,CUST0100,2024-12-24 02:53:56,DELIVERED,EAST
ORD00743,CUST0160,2025-03-15 14:58:26,PLACED,EAST
ORD00744,CUST0429,2023-12-23 18:17:59,RETURNED,NORTH
ORD00745,CUST0235,2023-06-03 17:55:14,SHIPPED,WEST
ORD00746,CUST0046,2025-12-26 00:33:59,CANCELLED,NORTH
ORD00747,CUST0323,2024-08-23 06:14:58,SHIPPED,SOUTH
ORD00748,CUST0158,2024-07-09 12:01:49,SHIPPED,WEST
ORD00749,CUST0490,2023-04-17 20:07:23,CANCELLED,SOUTH
ORD00750,CUST0441,2025-09-01 03:15:01,PLACED,NORTH
ORD00751,CUST0324,2025-08-11 03:48:12,PLACED,EAST
ORD00752,CUST0304,2024-10-19 05:38:03,SHIPPED,WEST
ORD00753,CUST0428,2023-01-06 23:31:16,SHIPPED,WEST
ORD00754,CUST0444,2024-04-29 04:43:46,SHIPPED,WEST
ORD00755,CUST0430,2023-09-30 23:07:47,SHIPPED,WEST
ORD00756,CUST0426,2025-10-16 14:10:48,CANCELLED,SOUTH
ORD00757,CUST0221,2025-09-13 13:50:46,DELIVERED,NORTH
ORD00758,CUST0258,2024-12-09 05:48:05,DELIVERED,SOUTH
ORD00759,CUST0467,2024-06-22 14:41:00,RETURNED,EAST
ORD00760,CUST0168,2025-08-03 00:00:00,DELIVERED,WEST
ORD00761,CUST0158,2025-09-04 07:00:42,PLACED,NORTH
ORD00762,CUST0390,2025-04-10 22:19:42,RETURNED,SOUTH
ORD00763,CUST0097,2025-09-18 02:54:15,RETURNED,EAST
ORD00764,CUST0240,2024-04-08 12:42:06,PLACED,WEST
ORD00765,CUST0239,2025-02-14 07:55:36,PLACED,NORTH
ORD00766,CUST0185,2025-05-03 09:48:42,CANCELLED,NORTH
ORD00767,CUST0453,2024-02-24 05:03:37,RETURNED,EAST
ORD00768,CUST0045,2024-11-11 09:41:39,PLACED,WEST
ORD00769,CUST0124,2024-12-09 16:58:13,CANCELLED,NORTH
ORD00770,CUST0160,2023-09-23 22:06:17,CANCELLED,SOUTH
ORD00771,CUST0480,2024-05-10 21:37:31,PLACED,NORTH
ORD00772,CUST0186,2024-03-14 00:35:47,DELIVERED,SOUTH
ORD00773,CUST0101,2024-10-04 19:49:40,CANCELLED,EAST
ORD00774,CUST0190,2025-03-07 07:49:20,SHIPPED,SOUTH
ORD00775,CUST0456,2023-02-11 05:59:39,CANCELLED,EAST
ORD00776,CUST0293,2023-03-20 18:33:24,PLACED,SOUTH
ORD00777,CUST0174,2024-09-28 13:58:11,DELIVERED,WEST
ORD00778,CUST0375,2023-02-25 17:48:04,CANCELLED,EAST
ORD00779,CUST0483,2025-03-24 07:22:32,RETURNED,EAST
