item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM000463,ORD00177,PROD0296,9,15240.88,91.06
ITEM000464,ORD00365,PROD0236,8,28330.63,28.06
ITEM000465,ORD00461,PROD0348,3,46436.05,96.29
ITEM000466,ORD00765,PROD0422,10,31215.66,22.65
ITEM000467,ORD00500,PROD0199,3,35570.3,1.22
ITEM000468,ORD00552,PROD0338,6,30312.47,84.9
ITEM000469,ORD00361,PROD0203,8,43569.81,34.54
ITEM000470,ORD00799,PROD0426,10,4592.91,15.7
ITEM000471,ORD00193,PROD0241,3,25424.69,85.52
ITEM000472,ORD00785,PROD0327,9,17053.28,23.33
ITEM000473,ORD00394,PROD0445,3,26643.97,91.99
ITEM000474,ORD00929,PROD0221,3,20522.64,70.45
ITEM000475,ORD00661,PROD0141,7,19446.6,38.59
ITEM000476,ORD00403,PROD0198,9,43088.98,76.79
ITEM000477,ORD00776,PROD0213,1,15691.83,55.23
ITEM000478,ORD00800,PROD0232,10,36419.84,53.3
ITEM000479,ORD00166,PROD0098,6,17135.71,47.55
ITEM000480,ORD00708,PROD0100,9,49934.79,5.08
ITEM000481,ORD00876,PROD0299,4,49019.68,20.81
ITEM000482,ORD00966,PROD0021,1,27730.03,28.19
ITEM000483,ORD00261,PROD0249,6,20112.9,78.33
ITEM000484,ORD00992,PROD0185,3,11245.78,59.19
ITEM000485,ORD00374,PROD0113,8,1319.38,1.12
ITEM000486,ORD00748,PROD0261,6,5695.36,87.9
ITEM000487,ORD00954,PROD0218,6,14220.77,36.97
ITEM000488,ORD00430,PROD0056,9,15539.48,62.03
ITEM000489,ORD00526,PROD0382,8,37200.67,67.16
ITEM000490,ORD00584,PROD0294,2,30361.75,14.77
ITEM000491,ORD00842,PROD0076,6,33687.81,38.09
ITEM000492,ORD00800,PROD0453,6,25626.36,22.39
ITEM000493,ORD00507,PROD0459,1,20448.21,35.61
ITEM000494,ORD00616,PROD0162,7,22954.65,9.79
ITEM000495,ORD00746,PROD0102,7,19322.02,68.69
ITEM000496,ORD00824,PROD0160,7,44731.75,61.6
ITEM000497,ORD00994,PROD0111,2,23082.3,51.36
ITEM000498,ORD00125,PROD0195,3,27367.38,0.54
ITEM000499,ORD00752,PROD0418,2,20757.46,88.73
ITEM000500,ORD00312,PROD0321,8,18316.8,79.17
ITEM000501,ORD00617,PROD0487,6,22817.77,55.09
ITEM000502,ORD00673,PROD0002,9,19183.4,30.07
ITEM000503,ORD00925,PROD0056,5,44266.22,51.23
ITEM000504,ORD00765,PROD0443,2,20777.45,70.56
ITEM000505,ORD00061,PROD0436,7,33085.04,21.5
ITEM000506,ORD00418,PROD0037,3,21487.44,77.27
ITEM000507,ORD00952,PROD0480,1,47704.97,6.2
ITEM000508,ORD00348,PROD0184,6,30788.35,81.24
ITEM000509,ORD00382,PROD0092,3,2999.99,92.26
ITEM000510,ORD00020,PROD0499,10,11471.71,69.76
ITEM000511,ORD00926,PROD0123,6,39605.05,67.11
ITEM000512,ORD00912,PROD0123,3,32704.09,20.61
ITEM000513,ORD00664,PROD0109,9,30156.21,78.98
ITEM000514,ORD00882,PROD0250,1,41996.24,11.73
ITEM000515,ORD00938,PROD0290,1,35041.29,92.03
ITEM000516,ORD00373,PROD0203,4,15379.87,23.72
ITEM000517,ORD00919,PROD0347,6,18370.82,34.21
ITEM000518,ORD00379,PROD0199,6,29295.74,34.88
ITEM000519,ORD00783,PROD0459,8,12837.24,0.26
ITEM000520,ORD00408,PROD0271,9,19932.47,70.32
ITEM000521,ORD00128,PROD0158,8,39871.37,75.98
ITEM000522,ORD00489,PROD0230,5,3189.14,75.79
ITEM000523,ORD00607,PROD0454,10,41368.55,81.97
ITEM000524,ORD00356,PROD0029,5,40510.76,64.54
ITEM000525,ORD00867,PROD0152,4,117.3,72.37
ITEM000526,ORD00833,PROD0268,10,30684.97,85.56
ITEM000527,ORD00266,PROD0111,4,11613.53,44.8
ITEM000528,ORD00032,PROD0299,8,14006.18,82.6
ITEM000529,ORD00033,PROD0139,1,13433.1,2.08
ITEM000530,ORD00867,PROD0359,5,30746.28,57.72
ITEM000531,ORD00448,PROD0133,5,45460.44,19.49
ITEM000532,ORD00651,PROD0450,9,36594.6,46.47
ITEM000533,ORD00955,PROD0344,9,1731.91,96.51
ITEM000534,ORD00776,PROD0415,10,2633.46,6.1
ITEM000535,ORD00154,PROD0027,6,2384.1,88.09
ITEM000536,ORD00197,PROD0450,9,35430.07,83.86
ITEM000537,ORD00149,PROD0087,6,27215.22,29.65
ITEM000538,ORD00295,PROD0398,6,13477.73,54.17
ITEM000539,ORD00708,PROD0417,2,27637.0,62.98
ITEM000540,ORD00828,PROD0201,4,42198.12,85.64
ITEM000541,ORD00896,PROD0309,5,36923.0,88.22
ITEM000542,ORD00873,PROD0426,9,4479.34,90.49
ITEM000543,ORD00477,PROD0182,1,45459.99,68.59
ITEM000544,ORD00712,PROD0468,8,19372.23,56.33
ITEM000545,ORD00656,PROD0476,6,2493.78,14.83
ITEM000546,ORD00723,PROD0273,7,17449.22,80.15
ITEM000547,ORD00417,PROD0394,8,49407.53,76.97
ITEM000548,ORD00569,PROD0216,2,1977.52,67.55
ITEM000549,ORD00930,PROD0463,1,4128.93,53.19
ITEM000550,ORD00383,PROD0252,5,48683.73,56.35
ITEM000551,ORD00840,PROD0108,2,48349.47,16.54
ITEM000552,ORD00250,PROD0376,2,30004.08,81.61
ITEM000553,ORD00621,PROD0490,9,29466.11,0.83
ITEM000554,ORD00607,PROD0453,5,40482.56,79.15
ITEM000555,ORD00815,PROD0440,1,16477.97,68.95
ITEM000556,ORD00607,PROD0101,5,40867.78,58.82
ITEM000557,ORD00117,PROD0468,3,32365.12,32.36
ITEM000558,ORD00637,PROD0496,9,9146.0,56.1
ITEM000559,ORD00905,PROD0067,7,10603.86,12.74
ITEM000560,ORD00397,PROD0273,5,37486.68,74.27
ITEM000561,ORD00124,PROD0149,3,45391.25,77.76
ITEM000562,ORD00427,PROD0178,4,42265.47,32.85
ITEM000563,ORD00997,PROD0042,2,11769.02,88.62
ITEM000564,ORD00309,PROD0448,3,7594.93,33.71
ITEM000565,ORD00313,PROD0241,3,14005.71,11.22
ITEM000566,ORD00145,PROD0226,9,35526.62,86.25
ITEM000567,ORD00342,PROD0304,4,3021.01,57.7
ITEM000568,ORD00339,PROD0326,10,25479.66,22.71
ITEM000569,ORD00512,PROD0108,1,43942.99,39.55
ITEM000570,ORD00149,PROD0061,9,48296.5,72.89
ITEM000571,ORD00994,PROD0190,3,8675.61,70.94
ITEM000572,ORD01000,PROD0409,8,19110.05,57.49
ITEM000573,ORD00698,PROD0046,7,26859.03,95.59
ITEM000574,ORD00655,PROD0175,3,35965.7,27.27
ITEM000575,ORD00081,PROD0333,2,34881.95,45.0
ITEM000576,ORD00661,PROD0491,1,1971.68,9.37
ITEM000577,ORD00775,PROD0023,1,1910.01,64.02
ITEM000578,ORD00022,PROD0083,6,4031.26,37.22
ITEM000579,ORD00892,PROD0310,1,31552.21,77.25
ITEM000580,ORD00175,PROD0039,6,36058.02,67.07
ITEM000581,ORD00915,PROD0263,1,6768.69,32.15
ITEM000582,ORD00095,PROD0116,6,37852.07,15.69
ITEM000583,ORD00194,PROD0283,6,19993.04,54.72
ITEM000584,ORD00928,PROD0137,3,26160.65,18.94
ITEM000585,ORD00344,PROD0357,3,7763.93,43.01
ITEM000586,ORD00065,PROD0485,2,20548.97,35.2
ITEM000587,ORD00984,PROD0442,7,36144.7,1.11
ITEM000588,ORD00669,PROD0091,4,39456.5,45.95
ITEM000589,ORD00301,PROD0316,5,48392.29,3.92
ITEM000590,ORD00257,PROD0284,5,49980.35,89.22
ITEM000591,ORD00343,PROD0012,3,40663.88,75.61
ITEM000592,ORD00487,PROD0172,2,40001.01,56.84
ITEM000593,ORD00051,PROD0029,1,2803.63,8.42
ITEM000594,ORD00576,PROD0266,1,49571.34,68.54
ITEM000595,ORD00858,PROD0393,5,5530.06,38.96
ITEM000596,ORD00752,PROD0373,5,49951.61,39.2
ITEM000597,ORD00873,PROD0159,9,27067.73,32.59
ITEM000598,ORD00213,PROD0255,7,25655.49,98.79
ITEM000599,ORD00441,PROD0333,9,48605.23,68.81
ITEM000600,ORD00137,PROD0067,7,12745.96,36.54
ITEM000601,ORD00978,PROD0238,3,11509.31,86.65
ITEM000602,ORD00950,PROD0072,7,22719.49,22.17
ITEM000603,ORD00364,PROD0207,6,45255.17,44.08
ITEM000604,ORD00907,PROD0219,9,8113.43,37.13
ITEM000605,ORD00493,PROD0279,2,43054.83,39.71
ITEM000606,ORD00301,PROD0164,7,24725.09,84.45
ITEM000607,ORD00782,PROD0081,7,46195.86,12.88
ITEM000608,ORD00827,PROD0153,3,2700.9,96.91
ITEM000609,ORD00572,PROD0018,8,9473.87,61.97
ITEM000610,ORD00468,PROD0152,10,32272.62,50.23
ITEM000611,ORD00448,PROD0124,5,40609.71,76.6
ITEM000612,ORD00052,PROD0444,1,44404.33,93.31
ITEM000613,ORD00584,PROD0455,8,7504.46,92.19
ITEM000614,ORD00197,PROD0231,4,16414.61,26.24
ITEM000615,ORD00349,PROD0090,3,42570.97,0.17
ITEM000616,ORD00107,PROD0309,3,13566.87,94.83
ITEM000617,ORD00981,PROD0445,8,49485.42,90.52
ITEM000618,ORD00965,PROD0059,6,43549.97,60.22
ITEM000619,ORD00206,PROD0325,2,27780.59,67.63
ITEM000620,ORD00220,PROD0274,1,15947.09,29.39
ITEM000621,ORD00511,PROD0120,9,8027.33,91.49
ITEM000622,ORD00230,PROD0054,10,2724.53,42.82
ITEM000623,ORD00734,PROD0250,9,29569.43,86.54
ITEM000624,ORD00234,PROD0072,3,17377.46,32.09
ITEM000625,ORD00060,PROD0168,4,13526.89,45.92
ITEM000626,ORD00067,PROD0497,1,26653.16,82.18
ITEM000627,ORD00454,PROD0210,5,26817.0,36.11
ITEM000628,ORD00672,PROD0269,2,24642.45,99.01
ITEM000629,ORD00269,PROD0409,8,30255.23,99.94
ITEM000630,ORD00838,PROD0044,3,31164.64,90.52
ITEM000631,ORD00830,PROD0225,3,37769.87,93.37
ITEM000632,ORD00192,PROD0462,1,6311.22,25.89
ITEM000633,ORD00356,PROD0375,3,29420.1,99.01
ITEM000634,ORD00093,PROD0091,9,11910.62,59.95
ITEM000635,ORD00113,PROD0232,8,16249.61,35.97
ITEM000636,ORD00365,PROD0269,7,29487.02,91.71
ITEM000637,ORD00475,PROD0487,2,47533.19,26.71
ITEM000638,ORD00025,PROD0095,7,1211.69,56.48
ITEM000639,ORD00625,PROD0116,6,46131.94,26.24
ITEM000640,ORD00653,PROD0377,1,37505.07,72.19
ITEM000641,ORD00149,PROD0028,1,10005.14,14.25
ITEM000642,ORD00433,PROD0487,10,9232.05,20.31
ITEM000643,ORD00018,PROD0478,2,43481.92,13.36
ITEM000644,ORD00221,PROD0471,5,24328.33,6.65
ITEM000645,ORD00992,PROD0033,1,24434.66,81.09
ITEM000646,ORD00102,PROD0483,1,25066.3,77.63
ITEM000647,ORD00936,PROD0350,8,42509.12,86.93
ITEM000648,ORD00323,PROD0087,4,4866.09,1.57
ITEM000649,ORD00477,PROD0045,3,9838.54,29.48
ITEM000650,ORD00512,PROD0224,6,25588.69,18.43
ITEM000651,ORD00633,PROD0387,6,33839.79,22.17
ITEM000652,ORD00017,PROD0061,8,10226.24,29.36
ITEM000653,ORD00334,PROD0210,2,21394.7,8.81
ITEM000654,ORD00649,PROD0039,9,6614.16,58.07
ITEM000655,ORD00921,PROD0261,3,14830.62,26.07
ITEM000656,ORD00217,PROD0123,3,42428.63,60.95
ITEM000657,ORD00715,PROD0335,2,42982.66,60.81
ITEM000658,ORD00315,PROD0006,3,6896.29,26.77
ITEM000659,ORD00361,PROD0349,5,38445.12,53.27
ITEM000660,ORD00349,PROD0391,8,18398.96,58.99
ITEM000661,ORD00586,PROD0063,8,28391.32,35.69
ITEM000662,ORD00165,PROD0433,5,9641.05,67.3
ITEM000663,ORD00380,PROD0036,2,48964.92,3.64
ITEM000664,ORD00345,PROD0317,9,28607.53,38.4
ITEM000665,ORD00929,PROD0120,8,32323.1,88.66
ITEM000666,ORD00253,PROD0191,9,3467.75,22.28
ITEM000667,ORD00075,PROD0307,10,47783.32,86.95
ITEM000668,ORD00270,PROD0420,8,39710.65,67.59
ITEM000669,ORD00517,PROD0072,4,14768.78,74.95
ITEM000670,ORD00245,PROD0420,10,49914.0,9.98
ITEM000671,ORD00675,PROD0117,10,18985.45,23.56
ITEM000672,ORD00466,PROD0399,3,27000.66,90.46
ITEM000673,ORD00314,PROD0113,7,44133.7,30.32
ITEM000674,ORD00929,PROD0097,4,37872.66,75.69
ITEM000675,ORD00851,PROD0334,3,7354.43,9.28
ITEM000676,ORD00661,PROD0261,3,17981.71,7.93
ITEM000677,ORD00355,PROD0006,8,21814.54,67.27
ITEM000678,ORD00284,PROD0449,6,45206.79,69.03
ITEM000679,ORD00815,PROD0034,3,36115.16,45.05
ITEM000680,ORD00169,PROD0357,2,34750.64,90.45
ITEM000681,ORD00745,PROD0325,3,19156.1,76.96
ITEM000682,ORD00969,PROD0461,2,42296.69,1.28
ITEM000683,ORD00421,PROD0484,2,33496.58,93.87
ITEM000684,ORD00351,PROD0092,8,15888.12,43.25
ITEM000685,ORD00688,PROD0112,2,19224.94,52.3
ITEM000686,ORD00950,PROD0250,9,43078.44,18.61
ITEM000687,ORD00663,PROD0057,10,46136.43,21.21
ITEM000688,ORD00387,PROD0294,6,6733.11,52.61
ITEM000689,ORD00737,PROD0318,3,15516.02,0.13
ITEM000690,ORD00277,PROD0249,4,33299.64,19.5
ITEM000691,ORD00467,PROD0420,9,22168.73,9.94
ITEM000692,ORD00562,PROD0079,1,47264.36,89.24
ITEM000693,ORD00996,PROD0338,9,24098.7,54.36
ITEM000694,ORD00651,PROD0401,5,48272.78,71.07
ITEM000695,ORD00794,PROD0041,10,5558.95,18.61
ITEM000696,ORD00104,PROD0224,9,41522.54,63.19
ITEM000697,ORD00052,PROD0225,9,7108.26,20.77
ITEM000698,ORD00868,PROD0247,10,17467.94,30.35
ITEM000699,ORD00343,PROD0072,10,5404.31,98.49
ITEM000700,ORD00697,PROD0154,8,21104.56,25.8
ITEM000701,ORD00332,PROD0132,5,23661.88,84.67
ITEM000702,ORD00271,PROD0242,9,31193.65,91.26
ITEM000703,ORD00936,PROD0008,9,25234.17,57.33
ITEM000704,ORD00676,PROD0002,6,1882.78,22.33
ITEM000705,ORD00700,PROD0001,6,43194.7,40.28
ITEM000706,ORD00266,PROD0279,3,39860.72,85.8
ITEM000707,ORD00954,PROD0074,5,48322.58,27.1
ITEM000708,ORD00459,PROD0242,4,42913.22,39.95
ITEM000709,ORD00209,PROD0157,10,19136.12,92.91
ITEM000710,ORD00689,PROD0139,1,49420.4,31.23
ITEM000711,ORD00601,PROD0159,4,29287.29,1.76
ITEM000712,ORD00834,PROD0222,9,33231.97,68.78
ITEM000713,ORD00026,PROD0130,2,12563.84,41.77
ITEM000714,ORD00053,PROD0450,10,49272.65,3.21
ITEM000715,ORD00616,PROD0181,4,18708.0,20.74
ITEM000716,ORD00109,PROD0461,8,47796.65,63.6
ITEM000717,ORD00646,PROD0148,7,15217.98,94.8
ITEM000718,ORD00884,PROD0331,8,7912.34,9.63
ITEM000719,ORD00763,PROD0364,10,47445.07,25.8
ITEM000720,ORD00388,PROD0125,5,21343.87,39.56
ITEM000721,ORD00356,PROD0346,9,21489.29,75.83
ITEM000722,ORD00748,PROD0214,7,21116.42,32.68
ITEM000723,ORD00146,PROD0133,2,1308.07,2.7
ITEM000724,ORD00900,PROD0171,8,36072.85,20.33
ITEM000725,ORD00706,PROD0151,2,34224.88,45.41
ITEM000726,ORD00744,PROD0348,7,14267.21,86.93
ITEM000727,ORD00453,PROD0424,4,29218.55,44.08
ITEM000728,ORD00560,PROD0090,9,4118.42,83.9
ITEM000729,ORD00553,PROD0304,3,23440.41,2.2
ITEM000730,ORD00003,PROD0284,8,19721.33,25.53
ITEM000731,ORD00072,PROD0102,1,17497.33,41.32
ITEM000732,ORD00003,PROD0358,2,7462.48,65.95
ITEM000733,ORD00740,PROD0132,1,36232.79,87.08
ITEM000734,ORD00987,PROD0373,5,41785.65,40.11
ITEM000735,ORD00752,PROD0245,3,32442.53,37.17
ITEM000736,ORD00121,PROD0012,7,1805.43,66.98
ITEM000737,ORD00127,PROD0027,4,13176.64,39.51
ITEM000738,ORD00597,PROD0047,1,28233.41,96.48
ITEM000739,ORD00308,PROD0004,4,40193.82,3.51
ITEM000740,ORD00472,PROD0110,3,47286.02,3.99
ITEM000741,ORD00996,PROD0075,7,26760.29,66.76
ITEM000742,ORD00680,PROD0345,7,23726.67,73.58
ITEM000743,ORD00957,PROD0190,1,23233.31,40.76
ITEM000744,ORD00559,PROD0021,2,40858.36,26.57
ITEM000745,ORD00968,PROD0107,3,21851.2,15.16
ITEM000746,ORD00598,PROD0134,4,6690.86,0.11
ITEM000747,ORD00900,PROD0413,7,45214.28,54.66
ITEM000748,ORD00033,PROD0450,10,38173.26,39.69
ITEM000749,ORD00198,PROD0364,8,20315.84,95.25
ITEM000750,ORD00978,PROD0069,9,13778.58,80.13
ITEM000751,ORD00052,PROD0408,10,26936.98,20.34
ITEM000752,ORD00246,PROD0067,3,18939.19,36.87
ITEM000753,ORD00008,PROD0191,10,24681.17,43.82
ITEM000754,ORD00864,PROD0489,6,46627.21,44.66
ITEM000755,ORD00861,PROD0443,5,2321.12,10.31
ITEM000756,ORD00798,PROD0097,4,28621.78,17.64
ITEM000757,ORD00718,PROD0130,8,15310.62,54.34
ITEM000758,ORD00384,PROD0439,9,31844.76,62.6
ITEM000759,ORD00551,PROD0135,2,8444.1,70.06
ITEM000760,ORD00218,PROD0202,8,1959.06,99.51
ITEM000761,ORD00094,PROD0186,10,20556.92,34.31
ITEM000762,ORD00739,PROD0132,9,2801.1,18.71
ITEM000763,ORD00199,PROD0192,1,3458.17,21.64
ITEM000764,ORD00229,PROD0414,10,49412.92,45.87
ITEM000765,ORD00294,PROD0128,4,44072.26,25.9
ITEM000766,ORD00151,PROD0128,7,33856.24,39.01
ITEM000767,ORD00767,PROD0206,9,49166.3,73.8
ITEM000768,ORD00925,PROD0160,5,32541.3,79.37
ITEM000769,ORD00059,PROD0156,3,9130.22,5.28
ITEM000770,ORD00611,PROD0463,8,46128.45,20.38
ITEM000771,ORD00528,PROD0408,3,47663.55,90.68
ITEM000772,ORD00093,PROD0115,9,26360.87,10.44
ITEM000773,ORD00525,PROD0007,9,36992.73,93.08
ITEM000774,ORD00160,PROD0153,2,9484.39,53.96
ITEM000775,ORD00389,PROD0247,2,47125.27,36.79
ITEM000776,ORD00770,PROD0329,8,47726.21,17.66
ITEM000777,ORD00582,PROD0353,1,28609.58,66.32
ITEM000778,ORD00993,PROD0053,8,8377.04,82.7
ITEM000779,ORD00450,PROD0418,4,10150.71,52.77
ITEM000780,ORD00788,PROD0332,3,27345.78,94.09
ITEM000781,ORD00832,PROD0089,7,8131.71,78.54
ITEM000782,ORD00170,PROD0486,1,22803.43,32.48
ITEM000783,ORD00391,PROD0240,9,46400.36,30.77
ITEM000784,ORD00448,PROD0153,8,22461.74,88.19
ITEM000785,ORD00915,PROD0014,10,13824.46,19.18
ITEM000786,ORD00532,PROD0332,4,6732.59,61.65
ITEM000787,ORD00630,PROD0027,9,438.29,37.86
ITEM000788,ORD00072,PROD0354,1,6661.82,72.07
ITEM000789,ORD00322,PROD0031,10,6696.99,74.73
ITEM000790,ORD00499,PROD0041,9,44318.55,21.12
ITEM000791,ORD00378,PROD0273,2,22620.52,12.34
ITEM000792,ORD00021,PROD0144,9,13399.4,49.34
ITEM000793,ORD00868,PROD0133,10,35933.15,11.91
ITEM000794,ORD00954,PROD0053,1,27465.85,84.29
ITEM000795,ORD00738,PROD0283,2,39957.97,86.59
ITEM000796,ORD00418,PROD0378,8,1724.13,8.26
ITEM000797,ORD00313,PROD0166,8,44692.32,47.24
ITEM000798,ORD00216,PROD0486,5,49985.41,30.38
ITEM000799,ORD00693,PROD0327,2,44615.58,2.04
ITEM000800,ORD00144,PROD0075,9,9414.38,31.28
ITEM000801,ORD00857,PROD0043,7,33081.85,77.38
ITEM000802,ORD00903,PROD0457,3,18323.94,33.79
ITEM000803,ORD00580,PROD0017,2,7702.19,53.88
ITEM000804,ORD00636,PROD0446,2,21436.35,86.76
ITEM000805,ORD00536,PROD0349,9,19409.73,53.18
ITEM000806,ORD00800,PROD0226,7,9895.93,81.81
ITEM000807,ORD00921,PROD0079,6,7892.9,95.96
ITEM000808,ORD00492,PROD0438,3,7043.45,49.86
ITEM000809,ORD00604,PROD0220,6,23230.43,12.91
ITEM000810,ORD00216,PROD0247,3,7930.26,39.57
ITEM000811,ORD00008,PROD0328,1,19394.86,18.14
ITEM000812,ORD00168,PROD0049,2,32427.46,47.42
ITEM000813,ORD00932,PROD0244,3,25267.25,30.22
ITEM000814,ORD00781,PROD0347,2,15566.24,29.38
ITEM000815,ORD00439,PROD0431,6,4413.32,66.42
ITEM000816,ORD00577,PROD0470,8,35073.96,23.7
ITEM000817,ORD00949,PROD0012,5,45947.97,44.19
ITEM000818,ORD00576,PROD0230,7,29375.62,14.24
ITEM000819,ORD00042,PROD0441,3,34097.39,82.96
ITEM000820,ORD00226,PROD0216,10,27157.71,38.68
ITEM000821,ORD00790,PROD0129,3,41916.73,34.29
ITEM000822,ORD00176,PROD0293,2,36499.0,22.83
ITEM000823,ORD00045,PROD0440,8,10151.61,63.68
ITEM000824,ORD00902,PROD0373,8,2710.06,15.05
ITEM000825,ORD00543,PROD0135,1,15929.06,31.87
ITEM000826,ORD00609,PROD0412,6,9337.95,14.74
ITEM000827,ORD00563,PROD0262,7,44910.4,9.21
ITEM000828,ORD00887,PROD0469,2,46728.63,19.95
ITEM000829,ORD00206,PROD0266,5,43879.59,9.22
ITEM000830,ORD00662,PROD0323,8,42045.85,60.64
ITEM000831,ORD00059,PROD0257,10,43535.22,28.51
ITEM000832,ORD00626,PROD0090,10,30095.84,28.48
ITEM000833,ORD00842,PROD0382,4,6165.32,8.51
ITEM000834,ORD00562,PROD0017,5,29959.56,11.33
ITEM000835,ORD00454,PROD0195,9,46001.66,46.95
ITEM000836,ORD00039,PROD0323,6,42208.02,16.37
ITEM000837,ORD00217,PROD0022,4,46513.34,34.44
ITEM000838,ORD00566,PROD0239,4,16271.79,82.61
ITEM000839,ORD00824,PROD0464,6,42667.65,52.75
ITEM000840,ORD00320,PROD0201,6,1492.63,59.17
ITEM000841,ORD00226,PROD0351,7,47595.61,4.62
ITEM000842,ORD00453,PROD0407,4,10381.48,29.37
ITEM000843,ORD00367,PROD0374,4,9122.32,37.65
ITEM000844,ORD00308,PROD0195,7,17213.25,83.42
ITEM000845,ORD00404,PROD0050,7,9951.81,72.82
ITEM000846,ORD00801,PROD0052,5,25908.38,19.55
ITEM000847,ORD00727,PROD0278,2,30525.02,45.38
ITEM000848,ORD00493,PROD0424,7,27304.86,65.07
ITEM000849,ORD00032,PROD0359,9,28190.56,26.2
ITEM000850,ORD00053,PROD0075,2,32118.11,68.12
ITEM000851,ORD00688,PROD0358,3,43482.95,44.48
ITEM000852,ORD00311,PROD0066,8,33057.13,65.75
ITEM000853,ORD00362,PROD0416,3,26593.48,5.45
ITEM000854,ORD00437,PROD0021,1,24015.63,74.95
ITEM000855,ORD00321,PROD0331,6,24626.96,28.44
ITEM000856,ORD00699,PROD0378,9,28750.05,68.89
ITEM000857,ORD00839,PROD0165,3,30438.3,39.31
ITEM000858,ORD00630,PROD0137,1,18680.91,41.06
ITEM000859,ORD00778,PROD0392,7,26877.71,68.56
ITEM000860,ORD00679,PROD0419,4,14191.16,24.99
ITEM000861,ORD00143,PROD0090,10,23641.2,84.68
ITEM000862,ORD00782,PROD0166,3,14835.27,43.19
ITEM000863,ORD00700,PROD0036,1,28337.44,31.37
ITEM000864,ORD00288,PROD0156,4,48332.7,16.44
ITEM000865,ORD00181,PROD0180,9,31989.12,31.36
ITEM000866,ORD00753,PROD0376,7,9960.14,83.93
ITEM000867,ORD00385,PROD0270,5,5322.15,22.85
ITEM000868,ORD00738,PROD0171,9,11282.35,92.73
ITEM000869,ORD00427,PROD0096,9,11438.35,37.18
ITEM000870,ORD00870,PROD0409,5,11723.78,18.33
ITEM000871,ORD00056,PROD0269,1,21471.08,70.38
ITEM000872,ORD00323,PROD0103,3,21851.29,28.7
ITEM000873,ORD00612,PROD0025,2,45718.71,76.13
ITEM000874,ORD00549,PROD0074,10,11173.66,89.72
ITEM000875,ORD00197,PROD0370,4,18542.6,37.74
ITEM000876,ORD00465,PROD0111,4,17601.82,16.13
ITEM000877,ORD00608,PROD0230,7,41610.89,62.44
ITEM000878,ORD00288,PROD0059,3,37764.73,21.26
ITEM000879,ORD00600,PROD0428,3,32508.76,94.17
ITEM000880,ORD00820,PROD0462,5,24095.28,65.97
ITEM000881,ORD00496,PROD0015,7,8025.71,90.4
ITEM000882,ORD00548,PROD0124,9,7208.22,81.87
ITEM000883,ORD00051,PROD0194,3,9318.47,72.18
ITEM000884,ORD00819,PROD0446,10,31448.1,49.41
ITEM000885,ORD00615,PROD0382,4,14919.25,82.63
ITEM000886,ORD00915,PROD0299,4,31414.33,52.36
ITEM000887,ORD00719,PROD0239,7,3511.97,35.08
ITEM000888,ORD00900,PROD0368,10,10012.77,78.28
ITEM000889,ORD00531,PROD0011,5,30120.33,63.71
ITEM000890,ORD00148,PROD0286,9,5541.89,72.8
ITEM000891,ORD00200,PROD0436,4,3509.2,66.99
ITEM000892,ORD00046,PROD0061,6,24608.49,21.35
ITEM000893,ORD00661,PROD0438,3,28616.41,17.77
ITEM000894,ORD00961,PROD0103,5,49754.65,29.04
ITEM000895,ORD00547,PROD0488,7,647.69,11.07
ITEM000896,ORD00411,PROD0281,10,16597.76,7.53
ITEM000897,ORD00197,PROD0434,8,19971.95,11.71
ITEM000898,ORD00242,PROD0385,10,5909.16,33.5
ITEM000899,ORD00153,PROD0394,4,23246.14,2.52
ITEM000900,ORD00830,PROD0087,7,16826.3,19.45
ITEM000901,ORD00867,PROD0382,10,4240.0,13.94
ITEM000902,ORD00480,PROD0475,5,48041.8,4.7
ITEM000903,ORD00414,PROD0463,10,32990.16,76.22
ITEM000904,ORD00304,PROD0474,9,20022.74,45.52
ITEM000905,ORD00153,PROD0019,8,31455.21,80.8
ITEM000906,ORD00804,PROD0156,9,15131.42,50.29
ITEM000907,ORD00170,PROD0380,9,44018.74,46.72
ITEM000908,ORD00788,PROD0092,7,28071.47,34.54
ITEM000909,ORD00279,PROD0123,4,14588.39,54.71
ITEM000910,ORD00395,PROD0225,5,43528.85,63.69
ITEM000911,ORD00857,PROD0131,3,28719.93,19.67
ITEM000912,ORD00498,PROD0007,4,9116.0,4.9
ITEM000913,ORD00260,PROD0110,9,46899.98,46.74
ITEM000914,ORD00701,PROD0337,2,38075.5,37.06
ITEM000915,ORD00975,PROD0022,3,31846.38,64.14
ITEM000916,ORD00484,PROD0073,4,45127.07,91.14
ITEM000917,ORD00030,PROD0468,6,16027.7,33.67
ITEM000918,ORD00241,PROD0074,7,40063.83,48.07
ITEM000919,ORD00466,PROD0120,2,10182.47,70.77
ITEM000920,ORD00191,PROD0026,9,24536.73,15.7
ITEM000921,ORD00002,PROD0336,4,6780.74,90.09
ITEM000922,ORD00138,PROD0158,10,14210.51,53.07
ITEM000923,ORD00731,PROD0337,4,43497.03,33.98
ITEM000924,ORD00191,PROD0297,4,23704.43,48.86
ITEM000925,ORD00202,PROD0499,10,34576.85,62.6
ITEM000926,ORD00476,PROD0219,5,17486.36,30.91
ITEM000927,ORD00647,PROD0053,7,6051.47,38.48
